CurrencyPair,Rate,AsOfDate
LVL/BHD,435.54,04/27/2021 15:07:19
UZS/PEN,601.04,01/13/2021 19:32:00
TJS/HTG,74.82,09/16/2022 09:24:19
USD/MYR,215.88,01/25/2022 19:41:47
ARS/SRD,97.50,07/30/2021 21:02:20
PHP/ZWL,580.82,07/09/2022 10:26:15
PLN/PAB,442.15,10/25/2020 11:08:38
AWG/BRL,538.97,01/01/2022 18:33:15
MAD/BZD,82.00,01/03/2023 06:31:06
CUP/GEL,706.09,01/03/2023 02:05:37
XAF/BZD,789.94,09/27/2020 04:48:39
XDR/AZN,46.50,05/26/2021 11:33:10
SGD/DKK,610.80,08/02/2023 10:02:45
AFN/AOA,728.80,05/10/2021 20:54:02
TTD/HKD,794.38,01/31/2022 12:28:38
LVL/CDF,551.69,09/22/2020 02:16:15
BHD/HRK,323.29,08/16/2022 03:20:45
CDF/ANG,845.29,02/13/2021 13:44:33
HNL/LVL,73.97,02/01/2023 11:08:41
IDR/WST,819.90,01/27/2022 10:56:43
EUR/MUR,771.78,01/14/2023 15:34:45
XAG/MMK,94.46,08/03/2023 13:35:15
AUD/ZMK,525.50,12/14/2022 18:50:09
AED/BND,614.32,02/10/2022 21:04:45
MRO/TRY,642.68,11/14/2022 14:50:42
LTL/IQD,828.93,12/06/2020 20:28:30
MRO/KZT,854.17,04/27/2023 19:03:33
CVE/LYD,629.76,11/19/2021 02:49:21
KWD/RSD,145.66,10/06/2022 16:51:27
VEF/BAM,313.50,03/21/2022 18:52:01
LBP/BZD,180.11,08/15/2021 08:43:22
VEF/SLL,876.38,12/01/2022 11:18:18
DKK/GMD,425.83,10/30/2022 01:26:33
EEK/ZMK,674.13,04/25/2021 18:56:05
GYD/ZWL,107.42,01/21/2023 18:42:02
KWD/KZT,126.14,08/06/2022 20:26:59
JMD/XCD,924.01,08/04/2023 14:59:14
CRC/XBD,40.41,06/07/2022 03:56:19
EEK/DKK,287.59,03/18/2022 10:43:26
MKD/MZN,920.19,01/06/2021 23:25:10
GHS/MRO,834.64,10/19/2022 07:57:58
SVC/ANG,713.90,12/12/2020 04:50:06
TJS/TRY,296.73,03/01/2021 21:39:30
SDG/LSL,340.49,11/18/2022 15:14:21
AED/BYR,709.98,05/17/2022 18:18:26
SYP/USD,363.83,10/23/2021 21:42:53
MWK/TZS,238.64,09/27/2021 17:43:36
VEF/SDG,472.02,06/22/2023 14:01:16
XCD/LVL,773.22,08/07/2021 14:41:59
CNY/XAG,224.76,08/01/2022 04:18:36
ALL/JOD,980.41,08/20/2022 10:56:19
XAF/PLN,214.72,04/02/2022 06:53:55
USD/MOP,739.79,07/02/2022 11:07:49
KGS/XBA,888.71,06/26/2023 21:11:37
CUC/BWP,729.95,06/07/2023 09:56:27
LKR/AOA,74.11,08/08/2022 10:37:55
SAR/GIP,236.88,09/29/2020 21:08:08
ERN/WST,289.72,11/21/2021 02:53:46
TOP/VND,240.95,01/01/2021 00:35:09
THB/AZN,992.69,06/18/2022 01:42:09
DZD/GTQ,653.05,08/10/2021 01:03:40
ZMK/MDL,895.03,08/19/2023 00:19:00
LSL/XPT,119.06,01/25/2021 03:51:08
BTN/XDR,632.45,01/15/2023 09:19:11
LKR/JOD,494.72,08/29/2022 20:04:08
CDF/MWK,572.04,08/27/2022 06:52:09
PAB/ZWL,438.00,02/06/2021 00:45:15
SAR/AFN,751.63,10/30/2020 04:12:48
PAB/NGN,115.14,10/04/2022 16:50:48
FJD/IRR,504.22,12/03/2022 02:00:38
AUD/LTL,143.93,03/25/2023 02:46:56
CUP/BGN,242.67,02/14/2023 12:05:14
TZS/ARS,448.72,01/07/2023 01:50:17
SLL/CVE,240.11,11/08/2020 02:04:54
ETB/NZD,847.00,10/29/2022 00:30:24
CHF/ETB,215.54,02/22/2022 02:06:52
SOS/EEK,321.81,12/04/2021 22:29:50
NZD/SCR,738.61,04/21/2023 06:10:55
SBD/PLN,811.81,07/18/2022 06:58:22
IRR/DOP,77.34,09/03/2021 07:19:07
MRO/KWD,547.22,08/02/2021 06:59:51
JMD/CAD,101.77,03/10/2023 11:33:45
VUV/GNF,363.83,06/15/2021 00:42:25
BND/XBD,784.35,12/17/2021 13:44:36
BBD/MWK,536.00,10/03/2020 19:05:20
CNY/NIO,456.30,11/27/2021 17:43:22
TMT/DOP,120.12,07/25/2023 17:01:53
KWD/BIF,591.34,09/13/2022 05:05:18
ETB/KES,963.33,05/17/2022 21:17:52
BOB/FKP,189.19,04/26/2023 18:47:57
BHD/LRD,661.77,11/30/2022 14:06:33
HTG/SCR,968.57,06/10/2022 20:53:37
PLN/LTL,422.48,04/20/2022 18:37:39
XAG/GEL,129.00,03/23/2023 07:25:24
EUR/PEN,55.90,04/20/2022 18:42:02
MNT/PKR,669.54,10/22/2021 14:36:12
HUF/SEK,829.84,05/09/2021 06:37:50
NIO/RUB,640.86,01/23/2021 21:36:10
CVE/GEL,864.15,11/01/2021 04:28:44
OMR/BYR,53.36,04/05/2021 04:50:14
GIP/XPT,949.23,02/04/2023 23:17:09
BWP/XBC,854.21,12/21/2022 13:33:14
AWG/ERN,371.22,12/12/2020 21:54:49
TJS/BHD,573.19,06/27/2021 11:24:22
CHF/XPT,816.14,12/23/2021 00:45:55
ARS/CAD,332.94,11/09/2021 10:38:15
XBA/LTL,257.58,04/29/2021 04:48:19
AFN/CVE,777.10,12/18/2020 01:20:06
KGS/BND,161.14,03/29/2021 19:24:34
CZK/LAK,462.18,03/09/2021 16:22:53
AWG/UZS,750.62,02/02/2021 12:40:34
SYP/DOP,17.27,05/06/2022 03:04:10
BDT/DZD,117.07,06/15/2023 21:57:59
KPW/XAF,434.40,10/25/2020 08:01:44
DZD/BWP,871.21,12/15/2022 09:30:45
XTS/ETB,550.32,04/28/2023 19:46:12
PKR/MXN,156.44,08/16/2023 00:25:53
TND/MKD,392.21,08/06/2023 19:42:20
ZAR/IDR,763.33,10/30/2022 12:07:59
BTN/MMK,72.30,09/14/2021 10:14:24
BMD/QAR,296.24,08/26/2023 04:38:44
UZS/TRY,32.72,10/29/2020 08:19:41
FKP/JOD,951.04,01/25/2021 13:28:51
USD/ARS,935.60,09/11/2021 08:09:20
SAR/PYG,397.88,10/02/2022 14:14:14
AOA/BSD,726.08,01/29/2023 23:17:08
OMR/XBA,840.92,10/11/2022 04:59:17
NIO/LTL,984.85,08/23/2022 09:08:14
SZL/XFU,54.81,11/26/2020 14:40:33
CLP/CHF,387.31,03/12/2021 16:58:25
MRO/RUB,425.38,06/07/2022 07:03:49
LKR/UAH,126.72,10/06/2022 03:06:21
ETB/GTQ,1.45,01/05/2022 22:18:55
GMD/XDR,500.05,12/15/2021 08:09:30
RON/NOK,958.00,05/20/2023 08:36:13
BSD/MMK,612.63,08/25/2022 08:15:15
MXN/LBP,0.52,10/26/2021 02:53:11
AUD/GMD,936.91,01/20/2023 17:14:53
LAK/XCD,490.56,08/27/2023 14:43:22
SCR/THB,416.08,09/06/2021 09:31:49
ISK/BIF,142.23,07/25/2023 06:11:51
SAR/BGN,198.80,02/22/2022 21:39:31
PHP/EGP,507.54,12/21/2022 11:07:43
UZS/KZT,1.28,10/21/2021 00:31:33
RUB/MZN,757.76,05/19/2021 00:24:12
VEF/GNF,582.57,05/11/2023 09:26:36
JMD/ZAR,699.93,09/26/2021 12:34:27
COP/ISK,871.35,06/13/2022 11:48:55
KRW/AUD,591.78,04/27/2022 06:01:00
BSD/JMD,228.78,07/18/2022 16:28:26
ANG/ILS,805.10,07/19/2022 17:48:52
XPT/JMD,741.78,03/08/2021 22:29:35
CLP/CAD,69.82,06/14/2022 22:19:04
BHD/XAG,993.80,09/30/2022 18:26:59
PEN/BBD,931.25,07/23/2021 15:48:30
TTD/KGS,914.32,02/27/2022 02:29:47
NZD/DKK,246.47,02/09/2022 15:07:03
MNT/ALL,337.99,08/22/2021 12:11:31
DOP/XAG,999.56,11/27/2022 20:53:05
KES/ANG,632.11,01/02/2023 22:13:13
JMD/MAD,799.50,12/19/2020 06:24:25
ISK/LAK,713.08,12/13/2021 14:10:35
BHD/BBD,311.55,08/01/2021 09:33:06
BGN/CAD,470.76,02/08/2022 03:56:47
NIO/CHF,906.12,07/21/2023 17:09:36
PLN/LKR,711.80,12/07/2022 22:13:07
KWD/WST,432.89,03/23/2022 10:54:08
NOK/CVE,863.15,01/13/2021 01:05:45
SCR/LRD,184.78,08/09/2021 12:58:37
UGX/XBA,116.21,03/09/2022 08:14:06
LYD/UGX,375.81,04/13/2021 17:43:29
XCD/SEK,548.68,02/22/2021 13:00:46
PLN/KES,662.21,10/28/2021 15:13:29
GEL/GBP,818.73,12/30/2020 08:46:59
ZMK/AWG,132.88,04/04/2023 22:04:48
TMT/PEN,998.53,12/23/2021 05:50:06
KRW/INR,884.46,03/10/2021 03:11:23
LYD/TMT,463.96,02/05/2023 23:13:40
BWP/DOP,309.19,08/21/2023 03:41:07
GIP/MGA,443.80,10/23/2020 22:57:25
MNT/MWK,350.11,11/21/2020 18:27:55
VEF/EGP,401.55,08/09/2022 21:33:56
GMD/BRL,577.28,07/29/2023 13:22:02
GEL/KHR,90.09,02/20/2022 15:37:59
LTL/TZS,124.38,09/27/2021 17:35:45
TJS/XCD,775.04,05/06/2022 06:09:57
ERN/MYR,79.60,05/10/2023 19:53:57
JMD/ZMK,753.17,02/04/2021 01:09:03
NAD/MAD,603.89,07/19/2023 02:27:56
TRY/KZT,894.38,07/15/2022 12:18:37
XAG/XBB,112.66,01/06/2023 02:12:58
LSL/LTL,335.26,03/14/2023 07:44:12
INR/XDR,593.06,10/26/2022 15:43:20
VEF/PYG,935.90,07/18/2021 12:03:33
ARS/RSD,624.77,07/05/2022 08:09:16
AED/VND,61.18,09/27/2020 03:06:20
SHP/THB,250.76,06/21/2022 23:11:24
BDT/LAK,325.19,07/13/2023 21:22:53
TOP/SGD,931.96,08/12/2023 02:42:59
JOD/BND,605.02,10/30/2021 09:59:25
VEF/WST,167.17,09/28/2022 20:25:35
IRR/LSL,279.23,10/13/2020 08:58:30
MMK/UZS,179.10,11/25/2022 02:52:57
DZD/HUF,900.17,11/12/2020 03:08:18
XBC/KPW,429.16,03/31/2022 01:29:06
DOP/ETB,768.69,02/13/2021 15:50:03
ALL/ARS,865.17,07/22/2021 10:47:37
ERN/CHF,130.10,11/25/2020 18:16:38
GEL/RUB,685.80,07/29/2022 22:56:32
ERN/BND,353.77,07/22/2021 16:39:56
NZD/GYD,172.58,07/29/2021 22:32:11
MNT/SRD,730.32,09/11/2021 04:36:44
RSD/LAK,737.12,05/01/2023 20:30:12
MWK/GHS,867.41,08/28/2021 08:35:14
BMD/PEN,251.93,12/09/2020 10:48:43
UAH/ISK,706.25,11/18/2021 02:10:24
NIO/MNT,807.20,12/16/2021 11:11:12
CHF/IRR,349.60,03/11/2021 09:02:39
BZD/RWF,669.19,12/12/2020 14:41:22
HRK/KRW,866.61,06/25/2022 00:35:52
NIO/ZAR,408.84,03/30/2022 19:28:37
MXN/ZMK,551.05,12/25/2022 02:58:27
TMT/BZD,738.02,09/21/2022 02:56:13
BGN/ARS,273.80,12/03/2022 22:06:19
XBB/XBC,784.64,11/18/2021 23:20:50
TWD/LYD,765.72,07/12/2021 20:39:07
GTQ/SAR,589.50,04/09/2021 20:56:33
MRO/AED,279.44,10/10/2022 07:05:08
BSD/STN,155.75,01/12/2022 03:03:52
QAR/UGX,546.20,05/26/2023 23:35:15
VEF/BHD,742.14,08/06/2023 12:37:27
MYR/RWF,304.71,09/15/2022 00:25:01
PLN/XBD,84.80,02/19/2021 16:28:23
BND/SRD,931.84,12/31/2022 03:02:12
MXN/FKP,434.53,11/07/2021 03:50:50
FJD/EEK,992.12,06/30/2023 02:55:07
TJS/PYG,156.42,07/14/2021 23:51:25
ZMK/RWF,708.29,08/03/2022 16:53:50
XBD/EUR,969.52,09/13/2020 01:19:05
PHP/NZD,353.41,07/27/2023 05:18:24
LYD/AWG,57.39,10/28/2021 08:52:59
MWK/MVR,660.31,09/25/2020 02:04:24
BND/BSD,283.85,09/01/2023 07:42:49
DKK/SBD,703.28,04/19/2022 10:28:06
AUD/XFU,373.81,08/25/2021 04:01:14
KZT/SEK,563.16,12/28/2021 07:13:56
STN/GNF,514.94,12/21/2020 10:29:21
GMD/ZAR,255.87,04/23/2023 08:23:29
BWP/AED,714.05,01/23/2021 10:09:51
SRD/GNF,73.78,12/22/2022 13:11:26
LTL/RSD,828.86,11/04/2021 17:13:56
SCR/NOK,269.76,06/22/2023 16:46:15
PHP/XBB,270.01,07/13/2023 22:05:54
ILS/ARS,616.37,11/12/2022 11:37:54
XFU/HTG,673.97,05/20/2023 19:42:47
XOF/EGP,40.70,06/27/2023 05:22:57
ETB/NOK,289.27,12/16/2022 08:12:29
XAU/DKK,515.26,09/27/2022 23:22:37
THB/BND,387.00,09/10/2022 10:00:35
MNT/NOK,950.47,11/03/2022 18:48:33
GBP/XBC,39.81,12/08/2022 08:54:55
KYD/XDR,277.80,07/04/2022 18:20:01
XBA/XBA,772.30,05/31/2023 19:44:52
LYD/MVR,877.23,06/11/2023 20:08:55
CNY/RON,4.98,07/21/2021 03:53:28
GEL/BBD,749.16,05/09/2023 07:16:20
LRD/VND,597.41,11/12/2020 01:19:33
SLL/SVC,170.38,11/08/2020 16:40:18
GIP/NIO,388.58,12/20/2020 23:38:06
SDG/MVR,954.60,04/19/2022 09:45:34
CUP/IRR,625.07,06/28/2022 03:56:30
UAH/LSL,747.72,04/01/2022 01:12:02
MDL/MNT,425.87,06/19/2022 15:54:30
RUB/BIF,709.52,08/06/2023 09:34:01
AWG/HNL,808.78,12/05/2021 07:58:20
RON/EGP,311.78,03/30/2021 16:25:56
AUD/DOP,941.32,06/02/2023 23:36:54
CVE/KES,305.92,01/01/2023 19:58:35
ZAR/VUV,851.04,12/26/2020 17:48:34
PLN/CAD,925.87,07/29/2021 05:52:00
MNT/VND,705.16,12/11/2020 04:04:01
BMD/TJS,66.27,07/17/2022 03:54:26
GMD/ETB,518.06,02/14/2021 17:35:49
PLN/PLN,167.70,12/26/2020 06:03:21
SZL/XOF,96.20,09/22/2021 07:25:12
LRD/VEF,324.79,06/30/2022 11:07:57
TOP/WST,512.07,04/06/2023 19:08:18
THB/GHS,181.90,03/17/2021 18:10:35
GIP/FJD,253.46,07/23/2021 08:50:11
XTS/INR,890.70,01/03/2022 00:49:12
IQD/EUR,447.12,04/09/2022 11:40:38
NPR/HKD,114.96,06/21/2021 19:47:13
ILS/ETB,508.38,08/11/2023 13:54:24
AMD/AED,649.12,09/27/2022 21:40:01
XDR/CHF,186.64,03/08/2023 11:13:55
NGN/ISK,989.10,11/07/2022 15:31:59
MKD/KHR,370.48,08/06/2021 19:01:35
BWP/DKK,325.80,05/14/2023 03:51:19
CAD/MRO,624.33,09/26/2020 21:35:03
ETB/DKK,435.97,03/18/2023 16:05:46
FKP/ZAR,750.24,01/21/2023 11:39:48
NPR/UAH,190.67,06/26/2022 07:57:05
USD/KZT,514.02,05/07/2022 04:22:09
PGK/THB,707.39,03/02/2022 13:20:56
MVR/LSL,548.11,10/14/2021 00:25:27
LTL/EUR,531.67,11/25/2022 00:32:18
UZS/MMK,310.75,02/09/2023 18:53:25
CVE/XOF,32.76,01/01/2022 13:15:08
TTD/GTQ,906.03,11/17/2022 01:47:22
KGS/GNF,666.83,07/03/2022 01:38:54
JMD/RON,796.17,05/27/2023 18:47:15
BBD/GNF,762.16,07/23/2022 02:04:39
XDR/ZAR,463.37,04/10/2023 08:59:24
GEL/XTS,174.58,06/13/2021 14:02:18
VUV/ZMK,739.96,09/25/2022 11:42:48
SHP/TND,489.22,12/03/2021 04:24:10
XBB/RWF,70.52,06/11/2023 22:24:03
XAF/EGP,597.26,05/05/2023 06:47:29
LBP/UZS,494.48,06/19/2023 15:30:19
RWF/RWF,32.24,11/04/2020 02:49:23
ZAR/LVL,761.94,01/28/2021 07:13:27
DZD/IQD,806.60,07/19/2023 14:56:30
THB/TJS,125.48,05/14/2023 04:43:37
HKD/NOK,86.00,12/20/2022 00:13:28
SDG/MAD,796.88,08/12/2021 12:24:17
CUP/DOP,693.81,01/11/2023 13:14:34
XBC/MGA,456.05,10/02/2021 20:01:46
BND/KGS,250.62,04/15/2022 08:11:36
NZD/KGS,531.11,05/01/2021 10:36:47
XDR/MZN,16.18,07/02/2021 23:46:49
BDT/HKD,201.35,11/12/2022 12:44:25
NPR/RON,450.54,07/16/2023 17:28:27
MOP/BHD,446.02,03/29/2021 15:11:49
KPW/NOK,766.37,07/24/2021 14:37:16
QAR/PKR,449.35,12/06/2020 15:22:05
IDR/PLN,205.62,03/24/2022 22:43:08
XAG/TOP,792.78,10/10/2021 04:33:10
LAK/CZK,915.00,07/16/2021 02:43:18
CZK/LTL,604.40,07/24/2023 23:19:09
SBD/SEK,70.92,04/10/2023 07:18:43
PLN/SYP,670.80,08/30/2021 01:12:16
EGP/GMD,558.36,03/03/2023 07:30:47
KPW/ANG,110.53,09/10/2021 10:33:45
LSL/XPF,241.98,09/28/2022 21:39:52
GYD/KWD,505.05,09/29/2021 09:19:24
FKP/TMT,695.59,02/05/2021 04:28:57
ETB/KMF,853.76,07/13/2022 02:09:56
UGX/DZD,41.20,02/19/2023 00:29:03
IRR/BND,408.60,06/24/2023 14:02:31
UGX/ALL,817.90,04/09/2022 02:49:45
BMD/PLN,41.31,02/12/2022 00:20:27
CUP/STN,6.45,01/11/2022 11:37:18
XAF/THB,262.32,05/31/2021 11:40:58
CRC/HUF,735.84,06/18/2022 07:04:03
MMK/GBP,771.24,02/16/2023 21:48:27
GTQ/IQD,79.52,05/13/2021 01:24:23
TTD/KZT,72.07,03/16/2021 19:45:13
PKR/BWP,13.95,10/13/2022 13:24:05
WST/SCR,10.53,06/07/2023 07:06:09
CUP/LYD,672.00,03/25/2023 18:53:16
TOP/DKK,110.98,12/21/2021 17:04:54
MXN/MMK,637.89,07/06/2021 00:11:06
PAB/VEF,978.91,02/04/2021 11:59:27
CUC/HNL,7.16,10/25/2022 07:53:28
ALL/TJS,579.05,09/08/2023 22:45:38
MAD/JOD,280.12,10/18/2020 10:24:35
SHP/BHD,518.86,09/07/2021 14:01:55
XAF/GHS,210.08,10/28/2020 20:41:32
KGS/LYD,397.21,11/02/2020 14:26:39
CHF/DJF,729.31,08/19/2022 09:12:04
XAF/KES,421.43,06/01/2021 01:59:29
MZN/ISK,879.73,11/30/2022 08:11:10
XBB/MVR,233.57,03/23/2023 16:33:02
BND/MNT,41.96,02/08/2023 17:11:28
AED/BMD,105.90,05/09/2021 21:14:50
SHP/DKK,263.11,02/08/2023 08:31:30
XFU/MAD,67.09,08/03/2021 12:09:41
MAD/NPR,559.95,01/13/2022 21:03:57
AED/SBD,573.22,01/15/2022 20:52:21
NGN/VUV,678.83,05/25/2021 01:23:54
TMT/RUB,953.35,11/15/2020 07:09:25
BGN/XPT,270.88,02/02/2022 09:00:29
GNF/JPY,423.40,07/05/2023 11:52:23
DKK/XFU,901.35,02/18/2023 05:26:26
KMF/XCD,56.55,05/31/2021 22:23:46
ZMK/BIF,841.32,10/28/2020 06:17:56
GBP/GIP,755.19,04/16/2022 14:48:55
EEK/RON,950.27,05/03/2021 21:03:57
TND/LVL,868.69,01/13/2023 09:09:24
FKP/LRD,696.76,02/17/2022 16:16:23
MVR/TMT,195.63,12/13/2021 07:03:03
LSL/GYD,10.35,04/04/2022 15:58:19
GMD/XFU,575.81,05/29/2021 03:43:47
SDG/IQD,384.24,02/04/2022 12:04:55
MAD/OMR,454.43,11/08/2022 17:06:12
UGX/PYG,385.30,09/29/2020 15:30:49
SVC/KRW,28.24,11/05/2021 22:18:46
BDT/GMD,481.06,04/26/2021 04:44:16
IRR/AMD,481.67,08/21/2022 04:48:19
PHP/CRC,418.22,09/04/2023 03:23:50
BDT/AUD,716.74,04/12/2023 15:54:35
XAF/LBP,960.89,01/12/2023 22:52:29
ANG/CVE,898.56,04/08/2021 07:51:08
BOB/CUP,387.32,07/30/2022 21:18:01
KPW/KMF,580.23,10/30/2022 22:39:40
JOD/ALL,900.61,02/03/2022 08:05:18
ARS/YER,250.21,10/10/2022 23:46:04
HNL/PEN,792.60,06/10/2023 06:24:17
PLN/SZL,885.09,12/09/2022 17:11:40
GIP/BZD,95.01,01/05/2021 14:55:23
KHR/BSD,694.60,03/05/2022 18:29:09
SHP/MDL,671.65,06/09/2023 21:50:53
HTG/HRK,60.05,05/20/2023 04:46:43
BWP/HRK,935.84,02/08/2021 02:13:36
CUC/HRK,626.91,09/25/2021 07:48:58
GMD/MMK,593.44,02/11/2022 21:19:29
UYU/SZL,651.40,11/18/2022 21:00:33
MVR/XDR,966.32,02/07/2022 13:47:34
HUF/AUD,948.38,01/31/2023 22:26:30
GNF/NPR,773.06,05/26/2022 18:09:12
MVR/IDR,255.21,12/24/2022 14:05:58
NZD/MWK,587.26,01/21/2022 07:40:08
AED/MKD,51.14,11/19/2022 01:59:41
NIO/MNT,845.02,05/03/2021 09:41:13
BDT/MGA,979.69,04/25/2021 12:43:48
ARS/XBA,970.90,01/15/2021 17:36:38
TJS/MAD,282.99,03/28/2021 13:37:03
NZD/IRR,739.44,09/13/2020 07:04:25
KPW/ZAR,984.47,06/15/2023 09:21:07
GEL/SBD,124.06,01/02/2023 18:46:35
IRR/BBD,558.19,06/22/2021 07:48:34
OMR/GMD,310.21,06/03/2022 06:00:36
NAD/CZK,100.87,02/07/2022 22:30:12
ERN/SGD,789.03,05/09/2022 02:30:33
XTS/PAB,410.21,05/04/2022 01:32:59
MWK/SLL,917.07,02/12/2022 06:44:59
MUR/GHS,829.55,09/22/2021 10:10:47
TRY/NPR,879.24,07/05/2022 06:31:28
XTS/HNL,599.09,02/07/2022 08:14:34
SDG/XPF,342.45,06/22/2023 10:41:10
KHR/XBA,434.19,10/27/2021 04:02:06
KES/BGN,720.27,09/10/2023 13:59:02
LYD/ANG,526.09,07/13/2022 04:17:15
JMD/FKP,249.38,06/13/2023 04:38:50
COP/MDL,327.86,03/06/2023 17:52:24
DJF/STN,403.69,05/11/2022 20:22:57
BHD/GMD,889.10,03/28/2023 13:22:08
ERN/ANG,233.86,02/21/2022 05:19:11
TMT/UGX,319.59,06/26/2023 23:27:23
MZN/PGK,936.13,03/16/2023 02:04:15
KGS/GHS,843.04,10/31/2020 18:12:55
HKD/GNF,991.08,02/01/2021 10:17:26
LAK/AWG,623.34,09/29/2020 12:21:24
BWP/MKD,889.24,02/01/2023 11:22:22
XPF/TJS,325.42,03/10/2021 12:24:14
PGK/USD,354.73,02/27/2023 00:52:22
SRD/LTL,850.22,12/20/2020 04:49:49
XAG/PHP,180.60,11/11/2021 23:29:19
KMF/CVE,298.86,09/26/2022 13:15:59
AZN/JMD,945.16,11/06/2021 20:45:30
XPT/ZWL,201.28,07/21/2023 22:35:52
PHP/GYD,210.67,06/05/2022 17:14:23
KMF/PYG,282.27,11/06/2021 13:52:47
SRD/UGX,63.74,01/04/2022 21:33:53
ANG/ERN,147.85,01/03/2023 11:36:54
PLN/SOS,411.91,04/26/2023 04:22:47
EUR/TOP,265.22,10/28/2020 17:25:22
OMR/BZD,879.19,03/05/2022 02:17:52
BMD/ETB,384.91,10/10/2022 07:02:15
EGP/ALL,320.76,11/06/2021 19:54:27
MNT/GTQ,156.81,09/30/2021 12:46:27
XPF/KMF,828.53,12/05/2020 22:45:09
SAR/TMT,879.01,07/17/2022 06:14:24
LRD/AUD,650.75,04/01/2022 14:26:43
HRK/KGS,510.41,11/01/2022 06:11:57
GMD/MUR,954.28,03/05/2022 12:03:57
SEK/CLP,650.18,12/07/2022 18:31:27
PLN/PEN,917.87,01/20/2021 05:03:56
NZD/XPD,272.42,12/11/2021 17:21:23
ERN/TND,565.70,05/02/2022 00:29:51
CHF/XAF,715.49,01/15/2021 01:48:20
EGP/TRY,345.59,03/17/2023 00:53:42
CVE/USD,382.18,12/08/2020 21:43:07
OMR/LBP,873.02,02/15/2022 23:01:22
BOB/SLL,166.88,08/16/2021 14:03:29
BTN/BZD,961.93,08/27/2023 22:57:00
LBP/GNF,524.85,08/01/2023 14:09:03
XAG/UYU,362.17,03/22/2021 23:42:17
SDG/BOB,192.54,02/24/2022 15:40:29
INR/ZAR,408.48,05/07/2023 02:04:15
DJF/RUB,478.40,12/27/2022 12:36:37
XBB/DKK,919.87,04/20/2022 14:48:11
QAR/XDR,212.36,05/23/2021 03:37:30
LBP/SZL,702.07,07/17/2022 17:25:25
GTQ/XDR,873.07,06/29/2023 03:31:33
BRL/MNT,825.70,03/07/2023 16:35:17
PYG/ILS,15.60,09/06/2023 05:23:43
XOF/CAD,319.25,10/30/2022 08:23:06
LTL/MAD,184.64,09/07/2023 01:28:24
USD/PHP,176.66,04/21/2021 11:51:17
MUR/PYG,831.65,07/19/2021 15:00:27
GYD/BTN,973.08,10/01/2020 02:51:28
KYD/NOK,671.00,08/31/2022 22:48:36
CLP/HTG,952.16,08/24/2021 06:26:44
GTQ/MZN,53.91,09/11/2022 10:10:44
LAK/SYP,846.52,05/07/2021 22:55:48
UZS/VUV,628.80,11/28/2021 00:44:51
SRD/NIO,617.90,10/29/2021 23:58:22
NPR/LSL,470.99,11/28/2021 14:04:41
TND/MYR,178.91,11/11/2022 00:15:15
SGD/SAR,8.82,10/06/2022 19:16:51
AMD/MMK,366.66,03/13/2023 04:25:53
BOB/BAM,238.29,08/08/2022 14:37:08
SRD/KZT,591.95,08/03/2021 18:39:46
TOP/TOP,547.64,05/26/2023 11:25:38
XPF/UZS,812.84,01/22/2023 21:43:42
DZD/BOB,876.16,03/18/2021 20:20:14
DKK/ETB,580.02,12/24/2021 23:50:49
AWG/MXN,163.02,07/14/2021 16:36:18
XAG/PEN,76.27,03/22/2022 20:09:34
SYP/LAK,987.43,04/27/2021 07:22:36
CHF/MRO,507.24,10/23/2022 08:05:21
BTN/EGP,318.75,07/08/2022 01:20:34
CLP/LTL,579.22,12/14/2021 19:46:20
UZS/SYP,163.67,12/09/2021 05:04:48
STN/PAB,278.33,05/10/2023 01:16:33
MZN/LKR,506.86,09/18/2020 20:02:15
BAM/TRY,781.68,05/06/2023 15:52:33
MUR/BOB,183.42,07/05/2022 12:38:29
BSD/MRO,47.05,11/11/2022 01:47:51
TND/XPF,983.20,08/25/2022 15:52:51
EUR/RUB,246.67,04/04/2022 05:03:59
UZS/EGP,185.71,07/11/2023 18:19:07
MYR/MGA,390.91,11/21/2020 04:14:50
UGX/XAG,767.00,05/23/2021 12:37:19
LSL/KWD,145.93,02/15/2022 10:30:21
AWG/ILS,819.25,09/20/2020 17:20:22
USD/KHR,624.50,10/03/2020 05:46:36
DKK/XBC,173.03,06/02/2022 14:39:34
PGK/KZT,672.11,12/22/2021 09:51:32
MMK/AMD,328.13,06/16/2023 05:53:57
GHS/FJD,896.23,07/03/2022 02:21:01
XOF/CVE,619.06,06/16/2022 13:12:52
LSL/CRC,865.41,01/13/2023 04:59:08
BHD/KES,571.92,11/17/2022 08:33:53
XDR/AOA,60.45,01/29/2022 06:22:13
DOP/ERN,487.37,08/04/2023 04:12:49
PAB/XAG,474.98,11/11/2021 16:58:44
SYP/CUP,52.55,11/29/2020 12:47:32
MDL/ZMK,291.68,05/18/2023 21:12:42
NAD/XFU,97.61,09/16/2020 18:55:48
KYD/KRW,613.66,10/26/2020 03:43:46
TND/ZMK,518.00,11/09/2022 07:31:35
CUC/BZD,524.04,05/22/2023 08:48:57
KMF/CRC,229.13,02/17/2023 12:26:05
SHP/XAU,892.84,10/28/2020 14:48:01
BDT/TZS,8.73,10/11/2021 09:17:34
AUD/GBP,630.63,01/21/2023 11:39:03
TJS/TRY,270.49,09/09/2023 09:45:35
MYR/AUD,180.15,05/21/2021 02:25:07
NPR/XPD,855.76,12/11/2022 18:13:52
